cidade_id,cidade,uf
3469,"SAO JOAO DO PARAISO",MA
3470,ESTREITO,MA
3471,"SAO PEDRO DOS CRENTES",MA
3472,CAROLINA,MA
3473,RIACHAO,MA
3474,"FEIRA NOVA DO MARANHAO",MA
2848,BELEM,PA
3475,ANANINDEUA,PA
3476,MARITUBA,PA
3477,SANTAREM,PA
3478,"MOJUI DOS CAMPOS",PA
3479,PRAINHA,PA
3480,PLACAS,PA
3481,URUARA,PA
3482,BELTERRA,PA
3483,MEDICILANDIA,PA
3484,"BRASIL NOVO",PA
3485,AVEIRO,PA
3486,RUROPOLIS,PA
3487,JURUTI,PA
3488,ITAITUBA,PA
3489,"NOVO PROGRESSO",PA
3490,JACAREACANGA,PA
3491,TRAIRAO,PA
3492,ALENQUER,PA
3493,CURUA,PA
3494,"MONTE ALEGRE",PA
3495,ALMEIRIM,PA
3496,OBIDOS,PA
3497,ORIXIMINA,PA
3498,FARO,PA
3499,"TERRA SANTA",PA
3500,GURUPA,PA
3501,"PORTO DE MOZ",PA
3502,"SENADOR JOSE PORFIRIO",PA
3503,ANAPU,PA
3504,ALTAMIRA,PA
3505,"SAO FELIX DO XINGU",PA
3506,"VITORIA DO XINGU",PA
3507,TUCUMA,PA
3508,BANNACH,PA
3509,"OURILANDIA DO NORTE",PA
3510,"CUMARU DO NORTE",PA
3511,CAMETA,PA
3512,"LIMOEIRO DO AJURU",PA
3513,MOCAJUBA,PA
3514,IGARAPE-MIRI,PA
3515,ABAETETUBA,PA
3516,BARCARENA,PA
3517,REDENCAO,PA
3518,MOJU,PA
3519,TUCURUI,PA
3520,BAIAO,PA
3521,"OEIRAS DO PARA",PA
3522,"NOVO REPARTIMENTO",PA
3523,BAGRE,PA
3524,PORTEL,PA
3525,PACAJA,PA
3526,"BREU BRANCO",PA
3527,MELGACO,PA
3528,MARABA,PA
3529,PARAUAPEBAS,PA
3530,"SAO JOAO DO ARAGUAIA",PA
3531,"SAO DOMINGOS DO ARAGUAIA",PA
3532,"BREJO GRANDE DO ARAGUAIA",PA
3533,CURIONOPOLIS,PA
3534,"ELDORADO DOS CARAJAS",PA
3535,"BOM JESUS DO TOCANTINS",PA
3536,"ABEL FIGUEIREDO",PA
3537,"RIO MARIA",PA
3538,"AGUA AZUL DO NORTE",PA
3539,"PALESTINA DO PARA",PA
3540,"CANAA DOS CARAJAS",PA
3541,"CONCEICAO DO ARAGUAIA",PA
3542,"FLORESTA DO ARAGUAIA",PA
3543,"PAU DARCO",PA
3544,SAPUCAIA,PA
3545,XINGUARA,PA
3546,"SANTANA DO ARAGUAIA",PA
3547,"SANTA MARIA DAS BARREIRAS",PA
3548,"SAO GERALDO DO ARAGUAIA",PA
3549,PICARRA,PA
3550,ITUPIRANGA,PA
3551,"NOVA IPIXUNA",PA
3552,JACUNDA,PA
3553,BRAGANCA,PA
3554,"AUGUSTO CORREA",PA
3555,"CACHOEIRA DO PIRIA",PA
3556,"NOVA ESPERANCA DO PIRIA",PA
3557,VISEU,PA
3558,PARAGOMINAS,PA
3559,ULIANOPOLIS,PA
3560,"DOM ELISEU",PA
3561,"SAO DOMINGOS DO CAPIM",PA
3562,"IPIXUNA DO PARA",PA
3563,"RONDON DO PARA",PA
3564,"GOIANESIA DO PARA",PA
3565,OUREM,PA
3566,"SANTA LUZIA DO PARA",PA
3567,BONITO,PA
3568,TRACUATEUA,PA
3569,"CAPITAO POCO",PA
3570,IRITUIA,PA
3571,"AURORA DO PARA",PA
3572,"SAO MIGUEL DO GUAMA",PA
3573,"GARRAFAO DO NORTE",PA
3574,BUJARU,PA
3575,"MAE DO RIO",PA
3576,TOME-ACU,PA
3577,"CONCORDIA DO PARA",PA
3578,ACARA,PA
3579,TAILANDIA,PA
2852,CAPANEMA,PA
3580,PRIMAVERA,PA
3581,QUATIPURU,PA
3582,MARACANA,PA
3583,"SAO JOAO DE PIRABAS",PA
3584,"SANTAREM NOVO",PA
3585,SALINOPOLIS,PA
3586,"MAGALHAES BARATA",PA
3587,IGARAPE-ACU,PA
3588,"NOVA TIMBOTEUA",PA
3589,PEIXE-BOI,PA
3590,"SANTA MARIA DO PARA",PA
3591,CASTANHAL,PA
3592,"SAO FRANCISCO DO PARA",PA
3593,CURUCA,PA
3594,MARAPANIM,PA
3595,INHANGAPI,PA
3596,"TERRA ALTA",PA
3597,"SAO JOAO DA PONTA",PA
3598,"SAO CAETANO DE ODIVELAS",PA
3599,VIGIA,PA
3600,COLARES,PA
3601,"SANTO ANTONIO DO TAUA",PA
3602,"SANTA ISABEL DO PARA",PA
3603,BENEVIDES,PA
3604,"SANTA BARBARA DO PARA",PA
3605,BREVES,PA
3606,ANAJAS,PA
3607,CURRALINHO,PA
3608,"SAO SEBASTIAO DA BOA VISTA",PA
3609,MUANA,PA
3610,"PONTA DE PEDRAS",PA
3611,"CACHOEIRA DO ARARI",PA
3612,"SANTA CRUZ DO ARARI",PA
3613,SALVATERRA,PA
3614,SOURE,PA
3615,CHAVES,PA
3616,AFUA,PA
3617,MACAPA,AP
3618,"FERREIRA GOMES",AP
3619,PRACUUBA,AP
3620,"LARANJAL DO JARI",AP
3621,"VITORIA DO JARI",AP
3622,SANTANA,AP
3623,MAZAGAO,AP
3624,"PEDRA BRANCA DO AMAPARI",AP
3625,"SERRA DO NAVIO",AP
3626,AMAPA,AP
3627,CALCOENE,AP
3628,CUTIAS,AP
3629,ITAUBAL,AP
3630,OIAPOQUE,AP
3631,TARTARUGALZINHO,AP
3632,"PORTO GRANDE",AP
3633,MANAUS,AM
3634,ITACOATIARA,AM
3635,SILVES,AM
3636,"RIO PRETO DA EVA",AM
3637,ITAPIRANGA,AM
3638,URUCARA,AM
3639,"SAO SEBASTIAO DO UATUMA",AM
3640,NHAMUNDA,AM
3641,PARINTINS,AM
3642,BARREIRINHA,AM
3643,URUCURITUBA,AM
3644,MAUES,AM
3645,"BOA VISTA DO RAMOS",AM
3646,BORBA,AM
3647,"NOVA OLINDA DO NORTE",AM
3648,AUTAZES,AM
3649,CAREIRO,AM
3650,"CAREIRO DA VARZEA",AM
3651,"NOVO ARIPUANA",AM
3652,APUI,AM
3653,MANICORE,AM
3654,"BOA VISTA",RR
3655,MUCAJAI,RR
3656,AMAJARI,RR
3657,PACARAIMA,RR
3658,IRACEMA,RR
3659,"ALTO ALEGRE",RR
3660,NORMANDIA,RR
3661,UIRAMUTA,RR
3662,CARACARAI,RR
3663,"SAO LUIZ",RR
3664,RORAINOPOLIS,RR
3665,"SAO JOAO DA BALIZA",RR
3666,CAROEBE,RR
3667,BONFIM,RR
3668,CANTA,RR
3669,MANACAPURU,AM
3670,IRANDUBA,AM
3671,CAAPIRANGA,AM
3672,BERURI,AM
3673,MANAQUIRI,AM
3674,ANORI,AM
3675,ANAMA,AM
3676,CODAJAS,AM
3677,COARI,AM
3678,TAPAUA,AM
3679,MARAA,AM
3680,JAPURA,AM
3681,CARAUARI,AM
3682,ITAMARATI,AM
3683,JURUA,AM
3684,UARINI,AM
3685,ALVARAES,AM
3686,TEFE,AM
3687,"SAO PAULO DE OLIVENCA",AM
3688,AMATURA,AM
3689,"BENJAMIN CONSTANT",AM
3690,TABATINGA,AM
3691,"ATALAIA DO NORTE",AM
3692,JUTAI,AM
3693,"FONTE BOA",AM
3694,"SANTO ANTONIO DO ICA",AM
3695,TONANTINS,AM
3696,BARCELOS,AM
3697,"NOVO AIRAO",AM
3698,"PRESIDENTE FIGUEIREDO",AM
3699,"SANTA ISABEL DO RIO NEGRO",AM
3700,"SAO GABRIEL DA CACHOEIRA",AM
3701,HUMAITA,AM
3702,CANUTAMA,AM
3703,LABREA,AM
3704,"BOCA DO ACRE",AM
3705,PAUINI,AM
3706,ENVIRA,AM
3707,EIRUNEPE,AM
3708,IPIXUNA,AM
3709,GUAJARA,AM
3710,"RIO BRANCO",AC
3712,"SENADOR GUIOMARD",AC
3713,BUJARI,AC
3714,"PORTO ACRE",AC
3715,"PLACIDO DE CASTRO",AC
3716,XAPURI,AC
3717,CAPIXABA,AC
3718,BRASILEIA,AC
3719,EPITACIOLANDIA,AC
3720,"ASSIS BRASIL",AC
3721,"SENA MADUREIRA",AC
3722,ACRELANDIA,AC
3723,"MANOEL URBANO",AC
3724,"SANTA ROSA DO PURUS",AC
3725,FEIJO,AC
3726,TARAUACA,AC
3727,JORDAO,AC
3728,"CRUZEIRO DO SUL",AC
3729,"PORTO WALTER",AC
3730,"MARECHAL THAUMATURGO",AC
3731,"RODRIGUES ALVES",AC
3732,"MANCIO LIMA",AC
650,BRASILIA,DF
3734,LUZIANIA,GO
3735,"NOVO GAMA",GO
3736,"VALPARAISO DE GOIAS",GO
3737,"CIDADE OCIDENTAL",GO
3738,"SANTO ANTONIO DO DESCOBERTO",GO
3739,"AGUAS LINDAS DE GOIAS",GO
3740,ALEXANIA,GO
3741,ABADIANIA,GO
3742,"CORUMBA DE GOIAS",GO
3743,"COCALZINHO DE GOIAS",GO
3744,PIRENOPOLIS,GO
3745,"PADRE BERNARDO",GO
3746,"MIMOSO DE GOIAS",GO
3747,"COLINAS DO SUL",GO
3748,PLANALTINA,GO
3749,"SAO JOAO DALIANCA",GO
3750,"ALTO PARAISO DE GOIAS",GO
3751,"AGUA FRIA DE GOIAS",GO
3752,CAVALCANTE,GO
3753,"TERESINA DE GOIAS",GO
3754,FORMOSA,GO
3755,"NOVA ROMA",GO
3756,"VILA BOA",GO
3757,"MONTE ALEGRE DE GOIAS",GO
3758,"CAMPOS BELOS",GO
3759,CRISTALINA,GO
3760,"SAO DOMINGOS",GO
3761,"DIVINOPOLIS DE GOIAS",GO
3762,CABECEIRAS,GO
3763,"FLORES DE GOIAS",GO
3764,POSSE,GO
3765,"GUARANI DE GOIAS",GO
3766,IACIARA,GO
3767,SIMOLANDIA,GO
3768,"ALVORADA DO NORTE",GO
3769,MAMBAI,GO
3770,BURITINOPOLIS,GO
3771,DAMIANOPOLIS,GO
3772,"SITIO DABADIA",GO
3773,GOIANIA,GO
3774,"APARECIDA DE GOIANIA",GO
3775,ANAPOLIS,GO
3776,"CAMPO LIMPO DE GOIAS",GO
3777,"OURO VERDE DE GOIAS",GO
3778,GOIANAPOLIS,GO
3779,"TEREZOPOLIS DE GOIAS",GO
3780,SILVANIA,GO
3781,"GAMELEIRA DE GOIAS",GO
3782,"SAO MIGUEL DO PASSA QUATRO",GO
3783,"LEOPOLDO DE BULHOES",GO
3784,BONFINOPOLIS,GO
3785,"PIRES DO RIO",GO
3786,PALMELO,GO
3787,"SANTA CRUZ DE GOIAS",GO
3788,CRISTIANOPOLIS,GO
3789,"BELA VISTA DE GOIAS",GO
3790,CALDAZINHA,GO
3791,"SENADOR CANEDO",GO
3792,VIANOPOLIS,GO
3793,ORIZONA,GO
3798,ARAGOIANIA,GO
3794,HIDROLANDIA,GO
3795,"ABADIA DE GOIAS",GO
3796,GUAPO,GO
3797,VARJAO,GO
3799,GOIANIRA,GO
3800,"SANTO ANTONIO DE GOIAS",GO
3801,TRINDADE,GO
3803,"CAMPESTRE DE GOIAS",GO
3804,"SANTA BARBARA DE GOIAS",GO
3802,AVELINOPOLIS,GO
3805,INHUMAS,GO
3806,ARACU,GO
3807,DAMOLANDIA,GO
3808,CATURAI,GO
3809,BRAZABRANTES,GO
3810,ITAUCU,GO
3811,"SANTA ROSA DE GOIAS",GO
3812,NEROPOLIS,GO
3813,"NOVA VENEZA",GO
3814,"PETROLINA DE GOIAS",GO
3815,"SAO FRANCISCO DE GOIAS",GO
3816,JESUPOLIS,GO
3817,ITUMBIARA,GO
3818,INACIOLANDIA,GO
3819,VICENTINOPOLIS,GO
3820,"CACHOEIRA DOURADA",GO
3821,"BOM JESUS",GO
3822,PANAMA,GO
3823,GOIATUBA,GO
3824,PORTEIRAO,GO
3825,JOVIANIA,GO
3826,ALOANDIA,GO
3827,PONTALINA,GO
3828,MAIRIPOTABA,GO
3829,CROMINIA,GO
3830,PIRACANJUBA,GO
3831,"PROFESSOR JAMIL",GO
3832,MORRINHOS,GO
3833,"BURITI ALEGRE",GO
3834,"AGUA LIMPA",GO
3838,"RIO QUENTE",GO
3835,MARZAGAO,GO
3836,CORUMBAIBA,GO
3837,"CALDAS NOVAS",GO
3839,CATALAO,GO
3840,OUVIDOR,GO
3841,"TRES RANCHOS",GO
3842,DAVINOPOLIS,GO
3843,GOIANDIRA,GO
3844,"NOVA AURORA",GO
3845,CUMARI,GO
3846,ANHANGUERA,GO
3847,IPAMERI,GO
3848,URUTAI,GO
3849,"CAMPO ALEGRE DE GOIAS",GO
3850,JATAI,GO
3851,ITARUMA,GO
3852,CACU,GO
3853,ITAJA,GO
3854,"LAGOA SANTA",GO
3855,SERRANOPOLIS,GO
3856,PEROLANDIA,GO
3857,APORE,GO
3858,"APARECIDA DO RIO DOCE",GO
3859,"CHAPADAO DO CEU",GO
3860,MINEIROS,GO
3861,PORTELANDIA,GO
3862,"SANTA RITA DO ARAGUAIA",GO
3863,"PALESTINA DE GOIAS",GO
3864,CAIAPONIA,GO
3865,DOVERLANDIA,GO
3866,QUIRINOPOLIS,GO
3867,GOUVELANDIA,GO
3868,"CACHOEIRA ALTA",GO
3869,PARANAIGUARA,GO
3870,"SAO SIMAO",GO
2457,"RIO VERDE",GO
3871,MONTIVIDIU,GO
3872,"SANTA HELENA DE GOIAS",GO
3873,CASTELANDIA,GO
3874,MAURILANDIA,GO
3875,"SANTO ANTONIO DA BARRA",GO
3876,EDEIA,GO
3877,EDEALINA,GO
3878,JANDAIA,GO
3879,INDIARA,GO
3880,ACREUNA,GO
3881,TURVELANDIA,GO
3882,PARAUNA,GO
3883,"SAO JOAO DA PARAUNA",GO
3884,PALMINOPOLIS,GO
3885,"SAO LUIS DE MONTES BELOS",GO
3886,FIRMINOPOLIS,GO
3887,TURVANIA,GO
3888,AURILANDIA,GO
3889,"CACHOEIRA DE GOIAS",GO
3890,IVOLANDIA,GO
3891,MOIPORA,GO
3892,AMORINOPOLIS,GO
3893,"CORREGO DO OURO",GO
3894,MOSSAMEDES,GO
3895,"BURITI DE GOIAS",GO
3896,ADELANDIA,GO
3897,SANCLERLANDIA,GO
3898,"AMERICANO DO BRASIL",GO
3899,ANICUNS,GO
3900,NAZARIO,GO
3901,"PALMEIRAS DE GOIAS",GO
3902,CEZARINA,GO
3903,IPORA,GO
3904,ISRAELANDIA,GO
3905,JAUPACI,GO
3906,"FAZENDA NOVA",GO
3907,PIRANHAS,GO
3908,ARENOPOLIS,GO
3909,ARAGARCAS,GO
3910,"BOM JARDIM DE GOIAS",GO
3911,BALIZA,GO
3912,"MONTES CLAROS DE GOIAS",GO
3913,DIORAMA,GO
3914,"SANTA FE DE GOIAS",GO
3915,JUSSARA,GO
3916,BRITANIA,GO
3917,"NOVO BRASIL",GO
3918,ITAPIRAPUA,GO
3919,CERES,GO
3920,"IPIRANGA DE GOIAS",GO
3921,"NOVA GLORIA",GO
3922,RIALMA,GO
3923,RIANAPOLIS,GO
3924,"SANTA ISABEL",GO
3925,JARAGUA,GO
3926,URUANA,GO
3927,"CARMO DO RIO VERDE",GO
3928,"SAO PATRICIO",GO
3929,"NOVA AMERICA",GO
3930,RUBIATABA,GO
3931,"MORRO AGUDO DE GOIAS",GO
3932,ITAPACI,GO
3933,"SAO LUIZ DO NORTE",GO
3934,"PILAR DE GOIAS",GO
3935,GUARINOS,GO
3936,HIDROLINA,GO
3937,GOIANESIA,GO
3938,"BARRO ALTO",GO
3939,"VILA PROPICIO",GO
3940,"SANTA RITA DO NOVO DESTINO",GO
3941,URUACU,GO
3942,CAMPINORTE,GO
3943,NIQUELANDIA,GO
3944,CAMPINACU,GO
3945,MINACU,GO
3946,TROMBAS,GO
3947,"MONTIVIDIU DO NORTE",GO
3948,FORMOSO,GO
3949,"SANTA TEREZA DE GOIAS",GO
3950,"ESTRELA DO NORTE",GO
3951,"MARA ROSA",GO
3952,AMARALINA,GO
3953,"NOVA IGUACU DE GOIAS",GO
3954,"SANTA TEREZINHA DE GOIAS",GO
3955,CRIXAS,GO
3956,"CAMPOS VERDES",GO
3957,"NOVA CRIXAS",GO
3958,UIRAPURU,GO
3959,"MUNDO NOVO",GO
3960,MUTUNOPOLIS,GO
3961,PORANGATU,GO
3962,BONOPOLIS,GO
3963,"ALTO HORIZONTE",GO
3964,"NOVO PLANALTO",GO
3965,"SAO MIGUEL DO ARAGUAIA",GO
3966,GOIAS,GO
3967,ITABERAI,GO
3968,"TAQUARAL DE GOIAS",GO
3969,ITAGUARI,GO
3970,ITAGUARU,GO
3971,HEITORAI,GO
3972,ITAPURANGA,GO
3973,GUARAITA,GO
3974,MOZARLANDIA,GO
3975,ARUANA,GO
3976,ARAGUAPAZ,GO
3977,MATRINCHA,GO
3978,FAINA,GO
3979,"PORTO VELHO",RO
3980,GUAJARA-MIRIM,RO
3981,"NOVA MAMORE",RO
3982,"CANDEIAS DO JAMARI",RO
3983,"ITAPUA DO OESTE",RO
3984,"ALTO PARAISO",RO
3985,"RIO CRESPO",RO
3986,CUJUBIM,RO
3987,THEOBROMA,RO
3988,"VALE DO ANARI",RO
3989,"MACHADINHO DOESTE",RO
3990,ARIQUEMES,RO
3991,BURITIS,RO
3992,"CAMPO NOVO DE RONDONIA",RO
3993,"MONTE NEGRO",RO
3994,CACAULANDIA,RO
3995,JARU,RO
3996,"GOVERNADOR JORGE TEIXEIRA",RO
3997,JI-PARANA,RO
3998,"PRESIDENTE MEDICI",RO
3999,"MINISTRO ANDREAZZA",RO
4000,"OURO PRETO DO OESTE",RO
4001,"VALE DO PARAISO",RO
4002,"NOVA UNIAO",RO
4003,"MIRANTE DA SERRA",RO
4004,TEIXEIROPOLIS,RO
4005,URUPA,RO
4006,"ALVORADA DOESTE",RO
4007,"SAO MIGUEL DO GUAPORE",RO
4008,SERINGUEIRAS,RO
4009,"SAO FRANCISCO DO GUAPORE",RO
4010,"COSTA MARQUES",RO
4011,"ROLIM DE MOURA",RO
4012,CASTANHEIRAS,RO
4013,"SANTA LUZIA DOESTE",RO
4014,"ALTO ALEGRE DOS PARECIS",RO
4015,"ALTA FLORESTA DOESTE",RO
4016,"NOVO HORIZONTE DO OESTE",RO
4017,"NOVA BRASILANDIA DOESTE",RO
4018,CACOAL,RO
4019,"PIMENTA BUENO",RO
4020,"ESPIGAO DOESTE",RO
4021,"PRIMAVERA DE RONDONIA",RO
4022,"SAO FELIPE DOESTE",RO
4023,PARECIS,RO
4024,VILHENA,RO
4025,CHUPINGUAIA,RO
4026,"COLORADO DO OESTE",RO
4027,CABIXI,RO
4028,CORUMBIARA,RO
4029,CEREJEIRAS,RO
4030,"PIMENTEIRAS DO OESTE",RO
4031,PALMAS,TO
4032,DIANOPOLIS,TO
4033,"RIO DA CONCEICAO",TO
4034,"CONCEICAO DO TOCANTINS",TO
4035,"TAIPAS DO TOCANTINS",TO
4036,ALMAS,TO
4037,"PONTE ALTA DO BOM JESUS",TO
4038,"NOVO JARDIM",TO
4039,TAGUATINGA,TO
4040,"AURORA DO TOCANTINS",TO
4041,LAVANDEIRA,TO
4042,ARRAIAS,TO
4043,COMBINADO,TO
4044,"NOVO ALEGRE",TO
4045,PARANA,TO
4046,PALMEIROPOLIS,TO
4047,"SAO SALVADOR DO TOCANTINS",TO
4048,NATIVIDADE,TO
4049,"SANTA ROSA DO TOCANTINS",TO
4050,"CHAPADA DA NATIVIDADE",TO
4051,"PINDORAMA DO TOCANTINS",TO
4052,"SAO VALERIO DA NATIVIDADE",TO
4053,"PORTO ALEGRE DO TOCANTINS",TO
4054,GURUPI,TO
4055,"JAU DO TOCANTINS",TO
4056,"CARIRI DO TOCANTINS",TO
4057,"ALIANCA DO TOCANTINS",TO
4058,SUCUPIRA,TO
4059,PEIXE,TO
4060,"CRIXAS DO TOCANTINS",TO
4061,FIGUEIROPOLIS,TO
4062,"FORMOSO DO ARAGUAIA",TO
4063,ARAGUACU,TO
4064,SANDOLANDIA,TO
4065,ALVORADA,TO
4066,TALISMA,TO
4067,DUERE,TO
4068,CRISTALANDIA,TO
4069,"LAGOA DA CONFUSAO",TO
4070,"NOVA ROSALANDIA",TO
4071,"PORTO NACIONAL",TO
4072,IPUEIRAS,TO
4073,FATIMA,TO
4074,"OLIVEIRA DE FATIMA",TO
4075,"BREJINHO DE NAZARE",TO
4076,"SANTA RITA DO TOCANTINS",TO
4077,PIUM,TO
4078,"CHAPADA DE AREIA",TO
4079,SILVANOPOLIS,TO
4080,"MONTE DO CARMO",TO
4081,"PONTE ALTA DO TOCANTINS",TO
4082,MATEIROS,TO
4083,"PARAISO DO TOCANTINS",TO
4084,PUGMIL,TO
4085,"SAO FELIX DO TOCANTINS",TO
4086,"NOVO ACORDO",TO
4087,"LAGOA DO TOCANTINS",TO
4088,"SANTA TEREZA DO TOCANTINS",TO
4089,"APARECIDA DO RIO NEGRO",TO
4090,LIZARDA,TO
4091,"RIO SONO",TO
4092,TOCANTINIA,TO
4093,LAJEADO,TO
4094,"MIRACEMA DO TOCANTINS",TO
4095,"RIO DOS BOIS",TO
4096,MIRANORTE,TO
4097,BARROLANDIA,TO
4098,"DIVINOPOLIS DO TOCANTINS",TO
4099,"MONTE SANTO DO TOCANTINS",TO
4100,"MARIANOPOLIS DO TOCANTINS",TO
4101,CASEARA,TO
4102,"DOIS IRMAOS DO TOCANTINS",TO
4103,ARAGUACEMA,TO
4104,ABREULANDIA,TO
4105,GOIANORTE,TO
4106,GUARAI,TO
4107,TUPIRAMA,TO
4108,TABOCAO,TO
4109,"PEDRO AFONSO",TO
4110,"BOM JESUS DO TOCANTINS",TO
4111,"SANTA MARIA DO TOCANTINS",TO
4112,ITAPIRATINS,TO
4113,ITACAJA,TO
4114,CENTENARIO,TO
4115,COLMEIA,TO
4116,PEQUIZEIRO,TO
4117,RECURSOLANDIA,TO
4118,"BRASILANDIA DO TOCANTINS",TO
4119,"ITAPORA DO TOCANTINS",TO
4120,TUPIRATINS,TO
4121,"PRESIDENTE KENNEDY",TO
4122,"COUTO DE MAGALHAES",TO
4123,JUARINA,TO
4124,"BERNARDO SAYAO",TO
4125,"COLINAS DO TOCANTINS",TO
4126,"BARRA DO OURO",TO
4127,GOIATINS,TO
4128,"CAMPOS LINDOS",TO
4129,ARAPOEMA,TO
4130,"BANDEIRANTES DO TOCANTINS",TO
4131,"PAU DARCO",TO
4132,"NOVA OLINDA",TO
4133,FILADELFIA,TO
4134,PALMEIRANTE,TO
4135,ARAGUAINA,TO
4136,CARMOLANDIA,TO
4137,ARAGOMINAS,TO
4138,"SANTA FE DO ARAGUAIA",TO
4139,MURICILANDIA,TO
4140,ARAGUANA,TO
4141,WANDERLANDIA,TO
4142,BABACULANDIA,TO
4143,XAMBIOA,TO
4144,"SANTA TEREZINHA DO TOCANTINS",TO
4145,PIRAQUE,TO
4146,ANANAS,TO
4147,RIACHINHO,TO
4148,NAZARE,TO
4149,TOCANTINOPOLIS,TO
4150,LUZINOPOLIS,TO
4151,ANGICO,TO
4152,AGUIARNOPOLIS,TO
4153,DARCINOPOLIS,TO
4154,"PALMEIRAS DO TOCANTINS",TO
4155,CACHOEIRINHA,TO
4156,"MAURILANDIA DO TOCANTINS",TO
4157,ITAGUATINS,TO
4158,"SAO MIGUEL DO TOCANTINS",TO
4159,"AXIXA DO TOCANTINS",TO
4160,"SITIO NOVO DO TOCANTINS",TO
4161,ARAGUATINS,TO
4162,"SAO BENTO DO TOCANTINS",TO
4163,AUGUSTINOPOLIS,TO
4164,"PRAIA NORTE",TO
4165,SAMPAIO,TO
4166,"CARRASCO BONITO",TO
4167,"SAO SEBASTIAO DO TOCANTINS",TO
4168,ESPERANTINA,TO
4169,"BURITI DO TOCANTINS",TO
4170,CUIABA,MT
4171,"VARZEA GRANDE",MT
4172,"NOSSA SENHORA DO LIVRAMENTO",MT
4173,POCONE,MT
4174,"SANTO ANTONIO DO LEVERGER",MT
4175,"BARAO DE MELGACO",MT
4176,"CHAPADA DOS GUIMARAES",MT
4177,CACERES,MT
4178,CURVELANDIA,MT
4179,"PORTO ESPERIDIAO",MT
4180,"NOVA LACERDA",MT
4181,"VILA BELA DA SANTISSIMA TRINDADE",MT
4182,"PONTES E LACERDA",MT
4183,"VALE DE SAO DOMINGOS",MT
4184,"CONQUISTA DOESTE",MT
4185,JAURU,MT
4186,ARAPUTANGA,MT
4187,"RESERVA DO CABACAL",MT
4188,"SALTO DO CEU",MT
4189,"RIO BRANCO",MT
4190,"LAMBARI DOESTE",MT
4191,"MIRASSOL DOESTE",MT
4192,"SAO JOSE DOS QUATRO MARCOS",MT
4193,"FIGUEIROPOLIS DOESTE",MT
4194,"GLORIA DOESTE",MT
4195,INDIAVAI,MT
4196,"TANGARA DA SERRA",MT
4197,"CAMPOS DE JULIO",MT
4198,COMODORO,MT
4199,JUINA,MT
4200,ARIPUANA,MT
4201,COTRIGUACU,MT
4202,COLNIZA,MT
4203,RONDOLANDIA,MT
4204,JURUENA,MT
4205,CASTANHEIRA,MT
4206,BRASNORTE,MT
4207,"CAMPO NOVO DO PARECIS",MT
4208,SAPEZAL,MT
4209,"NOVA OLIMPIA",MT
4210,DENISE,MT
4211,"BARRA DO BUGRES",MT
4212,"PORTO ESTRELA",MT
4213,DIAMANTINO,MT
4214,"ALTO PARAGUAI",MT
4215,"NOVA MARILANDIA",MT
4216,ARENAPOLIS,MT
4217,"SANTO AFONSO",MT
4218,NORTELANDIA,MT
4219,"SAO JOSE DO RIO CLARO",MT
4220,"NOVA MARINGA",MT
4222,"SANTA RITA DO TRIVELATO",MT
4221,"NOVA MUTUM",MT
4223,"LUCAS DO RIO VERDE",MT
4224,NOBRES,MT
4225,"ROSARIO OESTE",MT
4226,ACORIZAL,MT
4227,JANGADA,MT
4228,COLIDER,MT
4229,"TERRA NOVA DO NORTE",MT
4230,"NOVA GUARITA",MT
4231,ITAUBA,MT
4241,"NOVA SANTA HELENA",MT
4232,"NOVA CANAA DO NORTE",MT
4233,"GUARANTA DO NORTE",MT
4234,MATUPA,MT
4235,"NOVO MUNDO",MT
4236,"PEIXOTO DE AZEVEDO",MT
4237,MARCELANDIA,MT
4238,CLAUDIA,MT
4239,"UNIAO DO SUL",MT
4240,"SANTA CARMEM",MT
4242,SINOP,MT
4243,"PORTO DOS GAUCHOS",MT
4244,TABAPORA,MT
4245,"NOVA BANDEIRANTES",MT
4246,"NOVO HORIZONTE DO NORTE",MT
4247,TAPURAH,MT
4248,JUARA,MT
4249,"IPIRANGA DO NORTE",MT
4250,ITANHANGA,MT
4251,"ALTA FLORESTA",MT
4252,CARLINDA,MT
4253,PARANAITA,MT
4254,"NOVA MONTE VERDE",MT
4255,APIACAS,MT
4256,"BARRA DO GARCAS",MT
4257,"PONTE BRANCA",MT
4258,RIBEIRAOZINHO,MT
4259,ARAGUAINHA,MT
4260,"GENERAL CARNEIRO",MT
4261,"NOVO SAO JOAQUIM",MT
4262,"SANTO ANTONIO DO LESTE",MT
4263,CAMPINAPOLIS,MT
4264,"AGUA BOA",MT
4265,"NOVA NAZARE",MT
4266,CANARANA,MT
4267,QUERENCIA,MT
4268,"VILA RICA",MT
4269,"SANTA TEREZINHA",MT
4270,CONFRESA,MT
4271,"PORTO ALEGRE DO NORTE",MT
4272,"CANABRAVA DO NORTE",MT
4273,LUCIARA,MT
4274,"SAO JOSE DO XINGU",MT
4275,"SANTA CRUZ DO XINGU",MT
4276,"ALTO BOA VISTA",MT
4277,"SERRA NOVA DOURADA",MT
4278,"SAO FELIX DO ARAGUAIA",MT
4279,"NOVO SANTO ANTONIO",MT
4280,"RIBEIRAO CASCALHEIRA",MT
4281,"BOM JESUS DO ARAGUAIA",MT
4282,COCALINHO,MT
4283,ARAGUAIANA,MT
4284,"NOVA XAVANTINA",MT
4285,TORIXOREU,MT
