cidade_id,cidade,uf
2662,"BERNARDINO BATISTA",PB
2663,"SANTA HELENA",PB
2664,"JOCA CLAUDINO",PB
2665,"BOM JESUS",PB
2666,"POCO DANTAS",PB
2667,"CACHOEIRA DOS INDIOS",PB
2668,"SAO JOSE DE PIRANHAS",PB
2669,CARRAPATEIRA,PB
2670,"MONTE HOREBE",PB
2671,"SERRA GRANDE",PB
2672,"BONITO DE SANTA FE",PB
2673,CONCEICAO,PB
2674,"SANTA INES",PB
2675,IBIARA,PB
2676,"SANTANA DE MANGUEIRA",PB
2677,"CURRAL VELHO",PB
2678,"BOA VENTURA",PB
2679,DIAMANTE,PB
2680,MANAIRA,PB
2681,NATAL,RN
2682,PARNAMIRIM,RN
2683,"SAO JOSE DE MIPIBU",RN
2684,"NISIA FLORESTA",RN
2685,"SENADOR GEORGINO AVELINO",RN
2686,AREZ,RN
2687,GOIANINHA,RN
2688,"TIBAU DO SUL",RN
2689,"ESPIRITO SANTO",RN
2690,"MONTE ALEGRE",RN
2691,"VERA CRUZ",RN
2692,VARZEA,RN
2693,JUNDIA,RN
2694,CANGUARETAMA,RN
2695,"VILA FLOR",RN
2696,"BAIA FORMOSA",RN
2697,"PEDRO VELHO",RN
2698,MONTANHAS,RN
2699,"SANTA CRUZ",RN
2700,"SAO BENTO DO TRAIRI",RN
2701,JAPI,RN
2702,"SERRA DE SAO BENTO",RN
2703,"NOVA CRUZ",RN
2704,"MONTE DAS GAMELEIRAS",RN
2705,"PASSA E FICA",RN
2706,BREJINHO,RN
2707,"CORONEL EZEQUIEL",RN
2708,JACANA,RN
2709,"LAGOA DANTA",RN
2710,"CAMPO REDONDO",RN
2711,"LAJES PINTADAS",RN
2712,TANGARA,RN
2713,"LAGOA DE PEDRAS",RN
2714,"SERRA CAIADA",RN
2715,"LAGOA SALGADA",RN
2716,"SENADOR ELOI DE SOUZA",RN
2717,"SANTO ANTONIO",RN
2718,SERRINHA,RN
2719,PASSAGEM,RN
2720,"BOA SAUDE",RN
2721,"BOM JESUS",RN
2722,"SAO JOSE DO CAMPESTRE",RN
2723,MACAIBA,RN
2724,"SAO GONCALO DO AMARANTE",RN
2725,CAICO,RN
2726,"SAO JOAO DO SABUGI",RN
2727,IPUEIRA,RN
2728,"SERRA NEGRA DO NORTE",RN
2729,"TIMBAUBA DOS BATISTAS",RN
2730,"JARDIM DE PIRANHAS",RN
2731,"SAO FERNANDO",RN
2732,JUCURUTU,RN
2733,FLORANIA,RN
2734,"TENENTE LAURENTINO CRUZ",RN
2735,"SAO VICENTE",RN
2736,"JARDIM DO SERIDO",RN
2737,"OURO BRANCO",RN
2738,"SANTANA DO SERIDO",RN
2739,EQUADOR,RN
2740,PARELHAS,RN
2741,ACARI,RN
2742,"CARNAUBA DOS DANTAS",RN
2743,CRUZETA,RN
2744,"SAO JOSE DO SERIDO",RN
2745,"CURRAIS NOVOS",RN
2746,"LAGOA NOVA",RN
2747,"CERRO CORA",RN
2748,"SAO TOME",RN
2749,BARCELONA,RN
2750,"RUY BARBOSA",RN
2751,"LAGOA DE VELHOS",RN
2752,"SITIO NOVO",RN
2753,"SAO PAULO DO POTENGI",RN
2754,"SANTA MARIA",RN
2755,RIACHUELO,RN
2756,"SAO PEDRO",RN
2757,"IELMO MARINHO",RN
2758,MACAU,RN
2759,PENDENCIAS,RN
2760,"ALTO DO RODRIGUES",RN
2761,IPANGUACU,RN
2762,"AFONSO BEZERRA",RN
2763,ITAJA,RN
2764,ANGICOS,RN
2765,"FERNANDO PEDROZA",RN
2766,"SAO RAFAEL",RN
2767,"SANTANA DO MATOS",RN
2768,BODO,RN
2769,"PEDRO AVELINO",RN
2770,LAJES,RN
2771,"CAICARA DO RIO DO VENTO",RN
2772,"JARDIM DE ANGICOS",RN
2773,"PEDRA PRETA",RN
2774,"JOAO CAMARA",RN
2775,"BENTO FERNANDES",RN
2776,"POCO BRANCO",RN
2777,TAIPU,RN
2778,CEARA-MIRIM,RN
2779,EXTREMOZ,RN
2780,"RIO DO FOGO",RN
2781,MAXARANGUAPE,RN
2782,PUREZA,RN
2783,TOUROS,RN
2784,"SAO MIGUEL DO GOSTOSO",RN
2785,PARAZINHO,RN
2786,"PEDRA GRANDE",RN
2787,"SAO BENTO DO NORTE",RN
2788,"CAICARA DO NORTE",RN
2789,JANDAIRA,RN
2790,GALINHOS,RN
2791,GUAMARE,RN
698,MOSSORO,RN
2792,ACU,RN
2793,"AREIA BRANCA",RN
2794,PARAU,RN
2795,"SERRA DO MEL",RN
2796,CARNAUBAIS,RN
2797,"PORTO DO MANGUE",RN
2798,UPANEMA,RN
2799,GROSSOS,RN
2800,TIBAU,RN
2801,"CAMPO GRANDE",RN
2802,"TRIUNFO POTIGUAR",RN
2803,JANDUIS,RN
2804,BARAUNA,RN
2805,APODI,RN
2806,"OLHO-DAGUA DO BORGES",RN
2807,"RAFAEL GODEIRO",RN
2808,"ALMINO AFONSO",RN
2809,PATU,RN
2810,"MESSIAS TARGINO",RN
2811,CARAUBAS,RN
2812,"GOVERNADOR DIX-SEPT ROSADO",RN
2813,"FELIPE GUERRA",RN
2814,MARTINS,RN
2815,LUCRECIA,RN
2816,"SERRINHA DOS PINTOS",RN
2817,PORTALEGRE,RN
2818,VICOSA,RN
2819,"RIACHO DA CRUZ",RN
2820,"RODOLFO FERNANDES",RN
2821,"TABOLEIRO GRANDE",RN
2822,ITAU,RN
2823,"SEVERIANO MELO",RN
2824,UMARIZAL,RN
2825,"ANTONIO MARTINS",RN
2826,"JOAO DIAS",RN
2827,"FRUTUOSO GOMES",RN
2828,"PAU DOS FERROS",RN
2829,"FRANCISCO DANTAS",RN
2830,ENCANTO,RN
2831,"SAO FRANCISCO DO OESTE",RN
2832,"DOUTOR SEVERIANO",RN
2833,"SAO MIGUEL",RN
2834,VENHA-VER,RN
2835,"CORONEL JOAO PESSOA",RN
2836,"LUIS GOMES",RN
2837,"MAJOR SALES",RN
2838,PARANA,RN
2839,"TENENTE ANANIAS",RN
2840,PILOES,RN
2841,ALEXANDRIA,RN
2842,"MARCELINO VIEIRA",RN
2843,"JOSE DA PENHA",RN
2844,"RIACHO DE SANTANA",RN
2845,"RAFAEL FERNANDES",RN
2846,"AGUA NOVA",RN
2847,FORTALEZA,CE
2849,TAUA,CE
2172,CAUCAIA,CE
2854,AQUIRAZ,CE
2855,EUSEBIO,CE
2856,PACATUBA,CE
2857,ITAITINGA,CE
2858,GUAIUBA,CE
2859,MARACANAU,CE
2860,MARANGUAPE,CE
2861,SOBRAL,CE
2862,FORQUILHA,CE
2863,ALCANTARAS,CE
2864,MERUOCA,CE
2865,MASSAPE,CE
2866,"SANTANA DO ACARAU",CE
2867,COREAU,CE
2868,MUCAMBO,CE
2869,PACUJA,CE
2870,CARIRE,CE
2871,GROAIRAS,CE
2872,"NOVA RUSSAS",CE
2873,ARARENDA,CE
2874,IPAPORANGA,CE
2875,PORANGA,CE
2876,IPUEIRAS,CE
2877,IPU,CE
2878,"PIRES FERREIRA",CE
2879,RERIUTABA,CE
2880,VARJOTA,CE
2881,HIDROLANDIA,CE
2882,"SANTA QUITERIA",CE
2883,CATUNDA,CE
2884,"VICOSA DO CEARA",CE
2885,TIANGUA,CE
2886,FRECHEIRINHA,CE
2887,UBAJARA,CE
2888,IBIAPINA,CE
2889,GRACA,CE
2890,"SAO BENEDITO",CE
2891,CARNAUBAL,CE
2892,"GUARACIABA DO NORTE",CE
2893,CROATA,CE
2894,CAMOCIM,CE
2895,BARROQUINHA,CE
2896,CHAVAL,CE
2897,GRANJA,CE
2898,MARTINOPOLE,CE
2899,URUOCA,CE
2900,"SENADOR SA",CE
2901,MORAUJO,CE
2902,ITAPIPOCA,CE
2903,MIRAIMA,CE
2904,AMONTADA,CE
2905,MORRINHOS,CE
2906,MARCO,CE
2907,"BELA CRUZ",CE
2908,ACARAU,CE
2909,ITAREMA,CE
2910,CRUZ,CE
2911,"JIJOCA DE JERICOACOARA",CE
2912,ITAPAJE,CE
2913,TEJUCUOCA,CE
2914,IRAUCUBA,CE
2915,APUIARES,CE
2916,PENTECOSTE,CE
2917,URUBURETAMA,CE
2918,TURURU,CE
2919,UMIRIM,CE
2920,"SAO LUIS DO CURU",CE
2921,"SAO GONCALO DO AMARANTE",CE
2922,PARACURU,CE
2923,PARAIPABA,CE
2924,TRAIRI,CE
2925,CANINDE,CE
2926,ITATIRA,CE
2927,CARIDADE,CE
2928,PARAMOTI,CE
2929,"GENERAL SAMPAIO",CE
2930,ITAPIUNA,CE
2931,CAPISTRANO,CE
2932,ARACOIABA,CE
2933,OCARA,CE
2934,BATURITE,CE
2935,ARATUBA,CE
2936,MULUNGU,CE
2937,GUARAMIRANGA,CE
2938,PACOTI,CE
2939,PALMACIA,CE
2940,ACARAPE,CE
2941,REDENCAO,CE
2942,BARREIRA,CE
2943,ARACATI,CE
2944,ICAPUI,CE
2945,FORTIM,CE
2946,ITAICABA,CE
2947,JAGUARUANA,CE
2948,BEBERIBE,CE
2949,CASCAVEL,CE
2950,PINDORETAMA,CE
2951,PACAJUS,CE
2952,CHOROZINHO,CE
2953,HORIZONTE,CE
2954,RUSSAS,CE
2955,PALHANO,CE
2956,QUIXERE,CE
2957,"LIMOEIRO DO NORTE",CE
2958,"MORADA NOVA",CE
2959,IBICUITINGA,CE
2960,"TABULEIRO DO NORTE",CE
2961,"SAO JOAO DO JAGUARIBE",CE
2962,"ALTO SANTO",CE
2963,IRACEMA,CE
2964,POTIRETAMA,CE
2965,"JUAZEIRO DO NORTE",CE
2966,CRATO,CE
2967,ASSARE,CE
2968,TARRAFAS,CE
2969,"CAMPOS SALES",CE
2970,SALITRE,CE
2971,POTENGI,CE
2972,"NOVA OLINDA",CE
2973,ARARIPE,CE
2974,BARBALHA,CE
2975,"FARIAS BRITO",CE
2976,"SANTANA DO CARIRI",CE
2977,ALTANEIRA,CE
2978,"MISSAO VELHA",CE
2979,MAURITI,CE
2980,CARIRIACU,CE
2981,GRANJEIRO,CE
2982,ABAIARA,CE
2983,MILAGRES,CE
2984,"BREJO SANTO",CE
2985,PORTEIRAS,CE
2986,JATI,CE
2987,PENAFORTE,CE
2988,JARDIM,CE
2989,"LAVRAS DA MANGABEIRA",CE
2990,UMARI,CE
2991,BAIXIO,CE
2992,IPAUMIRIM,CE
2993,AURORA,CE
2994,BARRO,CE
2995,CEDRO,CE
2996,ICO,CE
2997,PEREIRO,CE
2998,ERERE,CE
2999,JAGUARIBE,CE
3000,JAGUARETAMA,CE
3001,JAGUARIBARA,CE
3002,IGUATU,CE
3003,QUIXELO,CE
3004,OROS,CE
3005,CARIUS,CE
3006,"VARZEA ALEGRE",CE
3007,ACOPIARA,CE
3008,"ANTONINA DO NORTE",CE
3009,AIUABA,CE
3010,JUCAS,CE
3011,SABOEIRO,CE
3012,CATARINA,CE
3013,"SENADOR POMPEU",CE
3014,"PIQUET CARNEIRO",CE
3015,MOMBACA,CE
3016,SOLONOPOLE,CE
3017,"PEDRA BRANCA",CE
3018,MILHA,CE
3019,INDEPENDENCIA,CE
3020,"DEPUTADO IRAPUAN PINHEIRO",CE
3021,QUITERIANOPOLIS,CE
3022,ARNEIROZ,CE
3023,PARAMBU,CE
3024,CRATEUS,CE
3025,"NOVO ORIENTE",CE
3026,TAMBORIL,CE
3027,"MONSENHOR TABOSA",CE
3028,QUIXERAMOBIM,CE
3029,MADALENA,CE
3030,"BOA VIAGEM",CE
3031,QUIXADA,CE
3032,CHORO,CE
3033,BANABUIU,CE
3034,IBARETAMA,CE
2850,TERESINA,PI
3035,BARRAS,PI
3036,"CABECEIRAS DO PIAUI",PI
3037,"BOA HORA",PI
3038,"JOSE DE FREITAS",PI
3039,UNIAO,PI
3040,"MIGUEL ALVES",PI
3041,"LAGOA ALEGRE",PI
3042,"NOSSA SENHORA DOS REMEDIOS",PI
3043,PORTO,PI
3044,"CAMPO LARGO DO PIAUI",PI
3045,"MATIAS OLIMPIO",PI
3046,"SAO JOAO DO ARRAIAL",PI
3047,LUZILANDIA,PI
3048,"JOCA MARQUES",PI
3049,MADEIRO,PI
3050,"JOAQUIM PIRES",PI
3051,"MURICI DOS PORTELAS",PI
3052,"MORRO DO CHAPEU DO PIAUI",PI
3053,ESPERANTINA,PI
3054,BATALHA,PI
3055,PARNAIBA,PI
3056,"LUIS CORREIA",PI
3057,"CAJUEIRO DA PRAIA",PI
3058,"ILHA GRANDE",PI
3059,"BOM PRINCIPIO DO PIAUI",PI
3060,CAXINGO,PI
3061,"BURITI DOS LOPES",PI
3062,"CARAUBAS DO PIAUI",PI
3063,COCAL,PI
3064,"COCAL DOS ALVES",PI
3065,PIRACURUCA,PI
3066,"SAO JOAO DA FRONTEIRA",PI
3067,"SAO JOSE DO DIVINO",PI
3068,"DOMINGOS MOURAO",PI
3069,"MILTON BRANDAO",PI
3070,"PEDRO II",PI
3071,"LAGOA DE SAO FRANCISCO",PI
3072,PIRIPIRI,PI
3073,BRASILEIRA,PI
3074,"CAPITAO DE CAMPOS",PI
3075,"JATOBA DO PIAUI",PI
3076,"COCAL DE TELHA",PI
3077,"CAMPO MAIOR",PI
3078,"BOQUEIRAO DO PIAUI",PI
3079,"SIGEFREDO PACHECO",PI
3080,"NOSSA SENHORA DE NAZARE",PI
3081,ALTOS,PI
3082,"PAU DARCO DO PIAUI",PI
3083,"VALENCA DO PIAUI",PI
3084,"LAGOA DO SITIO",PI
3085,AROAZES,PI
3086,"SANTA CRUZ DOS MILAGRES",PI
3087,PIMENTEIRAS,PI
3088,"ELESBAO VELOSO",PI
3089,"SAO MIGUEL DO TAPUIO",PI
3090,"ASSUNCAO DO PIAUI",PI
3091,COIVARAS,PI
3092,"CASTELO DO PIAUI",PI
3093,"JUAZEIRO DO PIAUI",PI
3094,"BURITI DOS MONTES",PI
3095,"SAO JOAO DA SERRA",PI
3096,"ALTO LONGA",PI
3097,"NOVO SANTO ANTONIO",PI
3098,"PRATA DO PIAUI",PI
3099,"SAO FELIX DO PIAUI",PI
3100,"SAO MIGUEL DA BAIXA GRANDE",PI
3101,BENEDITINOS,PI
3102,"LAGOA DO PIAUI",PI
3103,"DEMERVAL LOBAO",PI
3104,"PASSAGEM FRANCA DO PIAUI",PI
3105,AMARANTE,PI
3106,"ANGICAL DO PIAUI",PI
3107,NAZARIA,PI
3108,PALMEIRAIS,PI
3109,"SAO PEDRO DO PIAUI",PI
3110,"SAO GONCALO DO PIAUI",PI
3111,"SANTO ANTONIO DOS MILAGRES",PI
3112,AGRICOLANDIA,PI
3113,"MIGUEL LEAO",PI
3114,"MONSENHOR GIL",PI
3115,CURRALINHOS,PI
3116,"BARRO DURO",PI
3117,"AGUA BRANCA",PI
3118,"LAGOINHA DO PIAUI",PI
3119,"OLHO DAGUA DO PIAUI",PI
3120,"HUGO NAPOLEAO",PI
3121,"FRANCISCO AYRES",PI
3122,ARRAIAL,PI
3123,REGENERACAO,PI
3124,"JARDIM DO MULATO",PI
3125,OEIRAS,PI
3126,"SAO JOAO DA VARJOTA",PI
3127,"TANQUE DO PIAUI",PI
3128,"CAJAZEIRAS DO PIAUI",PI
3129,"COLONIA DO PIAUI",PI
3130,"SANTA ROSA DO PIAUI",PI
3131,FRANCINOPOLIS,PI
3132,"VARZEA GRANDE",PI
3133,"BARRA DALCANTARA",PI
3134,"NOVO ORIENTE DO PIAUI",PI
3135,INHUMA,PI
3136,"IPIRANGA DO PIAUI",PI
3137,"SANTA CRUZ DO PIAUI",PI
3138,"WALL FERRAZ",PI
3139,"SAO FRANCISCO DO PIAUI",PI
3140,"SAO JOSE DO PEIXE",PI
3141,"SAO MIGUEL DO FIDALGO",PI
3142,"SANTO INACIO DO PIAUI",PI
3143,"FLORESTA DO PIAUI",PI
3144,ITAINOPOLIS,PI
3145,"VERA MENDES",PI
3146,"ISAIAS COELHO",PI
3147,"MASSAPE DO PIAUI",PI
3148,JAICOS,PI
3149,"CAMPO GRANDE DO PIAUI",PI
3150,"PATOS DO PIAUI",PI
3151,SIMOES,PI
3152,"CARIDADE DO PIAUI",PI
3153,"CURRAL NOVO DO PIAUI",PI
3154,PICOS,PI
3155,SUSSUAPARA,PI
3156,"AROEIRAS DO ITAIM",PI
3157,GEMINIANO,PI
3158,"SANTANA DO PIAUI",PI
3159,PAQUETA,PI
3160,"DOM EXPEDITO LOPES",PI
3161,"SAO JOSE DO PIAUI",PI
3162,BOCAINA,PI
3163,"SAO JOAO DA CANABRAVA",PI
3164,"SAO LUIS DO PIAUI",PI
3165,"SANTO ANTONIO DE LISBOA",PI
3166,"FRANCISCO SANTOS",PI
3167,"MONSENHOR HIPOLITO",PI
3168,"ALAGOINHA DO PIAUI",PI
3169,"PIO IX",PI
3170,"SAO JULIAO",PI
3171,"ALEGRETE DO PIAUI",PI
3172,"BELEM DO PIAUI",PI
3173,"PADRE MARCOS",PI
3174,"FRANCISCO MACEDO",PI
3175,MARCOLANDIA,PI
3176,"VILA NOVA DO PIAUI",PI
3177,FRONTEIRAS,PI
3178,"CALDEIRAO GRANDE DO PIAUI",PI
3179,"SIMPLICIO MENDES",PI
3180,"BELA VISTA DO PIAUI",PI
3181,"PAES LANDIM",PI
3182,"SOCORRO DO PIAUI",PI
3183,"RIBEIRA DO PIAUI",PI
3184,"PEDRO LAURENTINO",PI
3185,"CAMPINAS DO PIAUI",PI
3186,"CONCEICAO DO CANINDE",PI
3187,"SAO FRANCISCO DE ASSIS DO PIAUI",PI
3188,ACAUA,PI
3189,PAULISTANA,PI
3190,"BETANIA DO PIAUI",PI
3191,"JACOBINA DO PIAUI",PI
3192,"QUEIMADA NOVA",PI
3193,"SAO JOAO DO PIAUI",PI
3194,"CAPITAO GERVASIO OLIVEIRA",PI
3195,"NOVA SANTA RITA",PI
3196,"JOAO COSTA",PI
3197,"CAMPO ALEGRE DO FIDALGO",PI
3198,"LAGOA DO BARRO DO PIAUI",PI
3199,"SAO RAIMUNDO NONATO",PI
3200,"VARZEA BRANCA",PI
3201,"BONFIM DO PIAUI",PI
3202,"SAO LOURENCO DO PIAUI",PI
3203,"ANISIO DE ABREU",PI
3204,JUREMA,PI
3205,"SAO BRAZ DO PIAUI",PI
3206,"DIRCEU ARCOVERDE",PI
3207,"FARTURA DO PIAUI",PI
3208,"DOM INOCENCIO",PI
3209,"CORONEL JOSE DIAS",PI
3210,CARACOL,PI
3211,GUARIBAS,PI
3212,FLORIANO,PI
3213,"FLORES DO PIAUI",PI
3214,ITAUEIRA,PI
3215,"NAZARE DO PIAUI",PI
3216,JERUMENHA,PI
3217,CANAVIEIRA,PI
3218,"RIO GRANDE DO PIAUI",PI
3219,PAVUSSU,PI
3220,GUADALUPE,PI
3221,"MARCOS PARENTE",PI
3222,"LANDRI SALES",PI
3223,"ANTONIO ALMEIDA",PI
3224,"PORTO ALEGRE DO PIAUI",PI
3225,URUCUI,PI
3226,"RIBEIRO GONCALVES",PI
3227,"BAIXA GRANDE DO RIBEIRO",PI
3228,BERTOLINIA,PI
3229,"SEBASTIAO LEAL",PI
3230,"MANOEL EMIDIO",PI
3231,"ELISEU MARTINS",PI
3232,"COLONIA DO GURGUEIA",PI
3233,"CANTO DO BURITI",PI
3234,"TAMBORIL DO PIAUI",PI
3235,"BREJO DO PIAUI",PI
3236,"PAJEU DO PIAUI",PI
3237,"BOM JESUS",PI
3238,CURRAIS,PI
3239,"SANTA LUZ",PI
3240,"REDENCAO DO GURGUEIA",PI
3241,"CRISTINO CASTRO",PI
3242,"ALVORADA DO GURGUEIA",PI
3243,"PALMEIRA DO PIAUI",PI
3244,GILBUES,PI
3245,"MONTE ALEGRE DO PIAUI",PI
3246,"SANTA FILOMENA",PI
3247,CURIMATA,PI
3248,"JULIO BORGES",PI
3249,"AVELINO LOPES",PI
3250,"MORRO CABECA NO TEMPO",PI
3251,PARNAGUA,PI
3252,"RIACHO FRIO",PI
3253,CORRENTE,PI
3254,"SEBASTIAO BARROS",PI
3255,"BARREIRAS DO PIAUI",PI
3256,"SAO GONCALO DO GURGUEIA",PI
3257,"CRISTALANDIA DO PIAUI",PI
3258,"SAO LUIS",MA
3259,"SAO JOSE DE RIBAMAR",MA
3260,"PACO DO LUMIAR",MA
3261,RAPOSA,MA
3262,"PRESIDENTE JUSCELINO",MA
3263,BACABEIRA,MA
3264,"SANTA RITA",MA
3265,AXIXA,MA
3266,ROSARIO,MA
3267,MORROS,MA
3268,"CACHOEIRA GRANDE",MA
3269,ICATU,MA
3270,"HUMBERTO DE CAMPOS",MA
3271,"PRIMEIRA CRUZ",MA
3272,"SANTO AMARO DO MARANHAO",MA
3273,PINHEIRO,MA
3274,"PRESIDENTE SARNEY",MA
3275,"PEDRO DO ROSARIO",MA
3276,"SANTA HELENA",MA
3277,CAJARI,MA
3278,PENALVA,MA
3279,VIANA,MA
3280,MATINHA,MA
3281,"SAO VICENTE FERRER",MA
3282,"OLINDA NOVA DO MARANHAO",MA
3283,"SAO JOAO BATISTA",MA
3284,CAJAPIO,MA
3285,BACURITUBA,MA
3286,"SAO BENTO",MA
3287,PALMEIRANDIA,MA
3288,"PERI MIRIM",MA
3289,BEQUIMAO,MA
3290,ALCANTARA,MA
3291,GUIMARAES,MA
3292,CEDRAL,MA
3293,"PORTO RICO DO MARANHAO",MA
3294,MIRINZAL,MA
3295,"CENTRAL DO MARANHAO",MA
3296,CURURUPU,MA
3297,"SERRANO DO MARANHAO",MA
3298,BACURI,MA
3299,"SANTA LUZIA DO PARUA",MA
3300,"NOVA OLINDA DO MARANHAO",MA
3301,APICUM-ACU,MA
3302,TURILANDIA,MA
3303,TURIACU,MA
3304,"PRESIDENTE MEDICI",MA
3305,"CANDIDO MENDES",MA
3306,MARANHAOZINHO,MA
3307,"GOVERNADOR NUNES FREIRE",MA
3308,"GODOFREDO VIANA",MA
3309,"CENTRO DO GUILHERME",MA
3310,MARACACUME,MA
3311,"LUIS DOMINGUES",MA
3312,"BOA VISTA DO GURUPI",MA
3313,"AMAPA DO MARANHAO",MA
3314,"JUNCO DO MARANHAO",MA
3315,CARUTAPERA,MA
3316,"CENTRO NOVO DO MARANHAO",MA
3317,"SANTA INES",MA
3318,"ALTAMIRA DO MARANHAO",MA
3319,"BREJO DE AREIA",MA
3320,"VITORINO FREIRE",MA
3321,"BELA VISTA DO MARANHAO",MA
3322,"CONCEICAO DO LAGO-ACU",MA
3323,"IGARAPE DO MEIO",MA
3324,"VITORIA DO MEARIM",MA
3325,MONCAO,MA
3326,"GOVERNADOR NEWTON BELLO",MA
3327,"ZE DOCA",MA
3328,ARAGUANA,MA
3329,"PINDARE MIRIM",MA
3330,TUFILANDIA,MA
3331,"BOM JARDIM",MA
3332,"SAO JOAO DO CARU",MA
3333,"SANTA LUZIA",MA
3334,BURITICUPU,MA
3335,"BOM JESUS DAS SELVAS",MA
3336,"ALTO ALEGRE DO PINDARE",MA
3337,CODO,MA
3338,"ALTO ALEGRE DO MARANHAO",MA
3339,COROATA,MA
3340,PERITORO,MA
3341,TIMBIRAS,MA
3342,"VARGEM GRANDE",MA
3343,"SAO BENEDITO DO RIO PRETO",MA
3344,"NINA RODRIGUES",MA
3345,"PRESIDENTE VARGAS",MA
3346,PIRAPEMAS,MA
3347,CANTANHEDE,MA
3348,"MATOES DO NORTE",MA
3349,"SAO MATEUS DO MARANHAO",MA
3350,ARARI,MA
3351,"ITAPECURU MIRIM",MA
3352,ANAJATUBA,MA
3353,"MIRANDA DO NORTE",MA
3354,CHAPADINHA,MA
3355,"AFONSO CUNHA",MA
3356,"MATA ROMA",MA
3357,BURITI,MA
3358,BREJO,MA
3359,ANAPURUS,MA
3360,"URBANO SANTOS",MA
3361,BELAGUA,MA
3362,"SANTA QUITERIA DO MARANHAO",MA
3363,"MILAGRES DO MARANHAO",MA
3364,"SAO BERNARDO",MA
3365,"SANTANA DO MARANHAO",MA
3366,"MAGALHAES DE ALMEIDA",MA
3367,ARAIOSES,MA
3368,"AGUA DOCE DO MARANHAO",MA
3369,TUTOIA,MA
3370,"PAULINO NEVES",MA
3371,BARREIRINHAS,MA
3372,CAXIAS,MA
3373,"ALDEIAS ALTAS",MA
3374,"SAO JOAO DO SOTER",MA
3375,"COELHO NETO",MA
3376,"DUQUE BACELAR",MA
3377,TIMON,MA
3378,PARNARAMA,MA
3379,MATOES,MA
3380,"SAO FRANCISCO DO MARANHAO",MA
3381,"BARAO DE GRAJAU",MA
3382,"SAO JOAO DOS PATOS",MA
3383,"SUCUPIRA DO RIACHAO",MA
3384,PARAIBANO,MA
3385,"PASSAGEM FRANCA",MA
3386,"LAGOA DO MATO",MA
3387,"BURITI BRAVO",MA
3388,COLINAS,MA
3389,JATOBA,MA
3390,FORTUNA,MA
3391,BACABAL,MA
3392,"BOM LUGAR",MA
3393,"LAGO VERDE",MA
3394,"OLHO DAGUA DAS CUNHAS",MA
3395,"PIO XII",MA
3396,"SAO LUIS GONZAGA DO MARANHAO",MA
3397,SATUBINHA,MA
3398,"LAGO DO JUNCO",MA
3399,"LAGO DOS RODRIGUES",MA
3400,"MARAJA DO SENA",MA
3401,"LAGO DA PEDRA",MA
3402,"PAULO RAMOS",MA
3403,"LAGOA GRANDE DO MARANHAO",MA
3404,"IGARAPE GRANDE",MA
3405,"BERNARDO DO MEARIM",MA
3406,PEDREIRAS,MA
3407,"TRIZIDELA DO VALE",MA
3408,"LIMA CAMPOS",MA
3409,"SANTO ANTONIO DOS LOPES",MA
3410,"CAPINZAL DO NORTE",MA
3411,"POCAO DE PEDRAS",MA
3412,ESPERANTINOPOLIS,MA
3413,"SAO RAIMUNDO DO DOCA BEZERRA",MA
3414,JOSELANDIA,MA
3415,"SAO ROBERTO",MA
3416,"PRESIDENTE DUTRA",MA
3417,"SAO JOSE DOS BASILIOS",MA
3418,TUNTUM,MA
3419,"DOM PEDRO",MA
3420,"SANTA FILOMENA DO MARANHAO",MA
3421,"GOVERNADOR ARCHER",MA
3422,"GONCALVES DIAS",MA
3423,"GOVERNADOR EUGENIO BARROS",MA
3424,"SENADOR ALEXANDRE COSTA",MA
3425,"GRACA ARANHA",MA
3426,"SAO DOMINGOS DO MARANHAO",MA
3427,"GOVERNADOR LUIZ ROCHA",MA
3428,BALSAS,MA
3429,"FORTALEZA DOS NOGUEIRAS",MA
3430,"NOVA COLINAS",MA
3431,"ALTO PARNAIBA",MA
3432,"TASSO FRAGOSO",MA
3433,SAMBAIBA,MA
3434,"SAO RAIMUNDO DAS MANGABEIRAS",MA
3435,MIRADOR,MA
3436,"SUCUPIRA DO NORTE",MA
3437,"PASTOS BONS",MA
3438,"NOVA IORQUE",MA
3439,"BENEDITO LEITE",MA
3440,"SAO DOMINGOS DO AZEITAO",MA
3441,"SAO FELIX DE BALSAS",MA
3442,LORETO,MA
3443,IMPERATRIZ,MA
3444,"SAO PEDRO DA AGUA BRANCA",MA
3445,CIDELANDIA,MA
3446,"JOAO LISBOA",MA
3447,"AMARANTE DO MARANHAO",MA
3448,"VILA NOVA DOS MARTIRIOS",MA
3449,"SITIO NOVO",MA
3450,DAVINOPOLIS,MA
3451,"GOVERNADOR EDISON LOBAO",MA
3452,"SAO FRANCISCO DO BREJAO",MA
3453,ACAILANDIA,MA
3454,"SENADOR LA ROCQUE",MA
3455,BURITIRANA,MA
3456,"MONTES ALTOS",MA
3457,"LAJEADO NOVO",MA
3458,"RIBAMAR FIQUENE",MA
3459,"ITINGA DO MARANHAO",MA
3460,GRAJAU,MA
3461,"FORMOSA DA SERRA NEGRA",MA
3462,ARAME,MA
3463,"ITAIPAVA DO GRAJAU",MA
3464,"BARRA DO CORDA",MA
3465,"JENIPAPO DOS VIEIRAS",MA
3466,"FERNANDO FALCAO",MA
3467,"CAMPESTRE DO MARANHAO",MA
3468,"PORTO FRANCO",MA
