bairro_id,cidade_id,bairro,uf
1,1,SE,SP
2,1,CENTRO,SP
3,1,BRAS,SP
4,1,REPUBLICA,SP
5,1,LUZ,SP
6,1,"PONTE PEQUENA",SP
7,1,"BOM RETIRO",SP
8,1,CANINDE,SP
9,1,"BARRA FUNDA",SP
10,1,"VARZEA DA BARRA FUNDA",SP
11,1,"PARQUE INDUSTRIAL TOMAS EDSON",SP
12,1,"SANTA CECILIA",SP
13,1,PERDIZES,SP
14,1,"CAMPOS ELISEOS",SP
15,1,"SANTA EFIGENIA",SP
16,1,"VILA BUARQUE",SP
17,1,HIGIENOPOLIS,SP
18,1,CONSOLACAO,SP
19,1,PACAEMBU,SP
20,1,SUMARE,SP
21,1,"CERQUEIRA CESAR",SP
22,1,"BELA VISTA",SP
23,1,LIBERDADE,SP
24,1,"MORRO DOS INGLESES",SP
25,1,"JARDIM PAULISTA",SP
26,1,"JARDIM AMERICA",SP
27,1,"JARDIM PAULISTANO",SP
28,1,JARDINS,SP
29,1,"JARDIM EUROPA",SP
30,1,"ITAIM BIBI",SP
31,1,PINHEIROS,SP
32,1,CAMBUCI,SP
33,1,MOOCA,SP
34,1,ACLIMACAO,SP
35,1,"VILA DEODORO",SP
36,1,"JARDIM DA GLORIA",SP
37,1,"VILA MONUMENTO",SP
38,1,SANTANA,SP
39,1,"PARQUE ANHEMBI",SP
40,1,"VILA BIANCA",SP
41,1,CARANDIRU,SP
42,1,"VILA GUILHERME",SP
43,1,"VILA MATIAS",SP
44,1,"JARDIM SAO PAULO",SP
45,1,"VILA PAULICEIA",SP
46,1,"PARQUE VELOSO",SP
47,1,"VILA PAIVA",SP
48,1,"VILA ISOLINA MAZZEI",SP
49,1,"VILA LEONOR",SP
50,1,"VILA MAZZEI",SP
51,1,"VILA MARIA BAIXA",SP
52,1,"VILA MARIA",SP
53,1,"VILA MARIA ALTA",SP
54,1,"JARDIM JAPAO",SP
55,1,"VILA SABRINA",SP
56,1,"PARQUE NOVO MUNDO",SP
57,1,"JARDIM GUANCA",SP
58,1,"JARDIM BRASIL ",SP
59,1,"JARDIM JULIETA",SP
60,1,"JARDIM ANDARAI",SP
61,1,"CONJUNTO PROMORAR VILA MARIA III",SP
62,1,"PARQUE VILA MARIA",SP
63,1,"PROMORAR VILA MARIA",SP
64,1,"VILA GUSTAVO",SP
65,1,"VILA CONSTANCA",SP
66,1,"VILA EDE",SP
67,1,"VILA MEDEIROS",SP
68,1,"JARDIM NEILA",SP
69,1,"VILA SAO CAMILO",SP
70,1,"VILA NIVI",SP
71,1,"PARQUE EDU CHAVES",SP
72,1,"JARDIM MODELO",SP
73,1,JACANA,SP
74,1,"JARDIM CABUCU",SP
75,1,"PARADA INGLESA",SP
76,1,"PARQUE VITORIA",SP
77,1,"VILA DOM PEDRO II",SP
78,1,TUCURUVI,SP
79,1,"PARQUE RODRIGUES ALVES",SP
80,1,"VILA PEDROSA",SP
81,1,TREMEMBE,SP
82,1,"VILA NOVA CAROLINA",SP
83,1,"VILA CAROLINA",SP
84,1,"SANTA TERESINHA",SP
85,1,"VILA SANTA TEREZINHA ",SP
86,1,GUAPIRA,SP
87,1,"JARDIM GUAPIRA",SP
88,1,"VILA GERMINAL",SP
89,1,"VILA NELSON",SP
90,1,"VILA NILO",SP
91,1,"CHACARA SAO JOAO",SP
92,1,"VILA NOVA GALVAO",SP
93,1,"CONJUNTO HABITACIONAL JOVA RURAL",SP
94,1,"JARDIM SAO LUIS ",SP
95,1,"TRES CRUZES",SP
96,1,"SITIO BARROCADA",SP
97,1,"JARDIM POLETI",SP
98,1,"MATA FRIA",SP
99,1,"VILA AYROSA",SP
100,1,FURNAS,SP
101,1,PROTENDIT,SP
102,1,"FLOR DA CANTAREIRA",SP
103,1,"VILA NOVA MAZZEI",SP
104,1,"VILA CACHOEIRA",SP
105,1,"VILA BRASIL",SP
106,1,"JARDIM TREMEMBE",SP
107,1,"SITIO DO PIQUERI",SP
108,1,"JARDIM JACANA",SP
109,1,"VILA PAULISTANA",SP
110,1,"JARDIM JOAMAR",SP
111,1,"PARQUE CASA DE PEDRA",SP
112,1,"VILA ZILDA ",SP
113,1,"VILA PAULISTA",SP
114,1,"VILA FIDALGO",SP
115,1,"JARDIM ATALIBA LEONEL",SP
116,1,"VILA DORNA",SP
117,1,"JARDIM SANDRA MARIA",SP
118,1,"VILA DONA AUGUSTA",SP
119,1,"VILA VIRGINIA",SP
120,1,"JARDIM FRANCISCO MENTEM",SP
121,1,"JARDIM MARTINS SILVA",SP
122,1,"JARDIM JOANA DARC",SP
123,1,"JARDIM CRISTINA",SP
124,1,"JARDIM PIQUERI",SP
125,1,"JARDIM FILHOS DA TERRA",SP
126,1,"JARDIM APUANA",SP
127,1,"JARDIM FELICIDADE ",SP
128,1,"JARDIM DAS PEDRAS",SP
129,1,"JARDIM PORTAL I E II",SP
130,1,"JARDIM PALMARES ",SP
131,1,"JARDIM HEBROM",SP
132,1,"AGUA FRIA",SP
133,1,MANDAQUI,SP
134,1,"VILA AURORA ",SP
135,1,"BARRO BRANCO ",SP
136,1,"JARDIM FRANCA",SP
137,1,"VILA SAO GERALDO",SP
138,1,"VILA ALBERTINA",SP
139,1,"JARDIM LEONOR MENDES DE BARROS",SP
140,1,"PARQUE PALMAS DO TREMEMBE",SP
141,1,"JARDIM DAS ROSAS ",SP
142,1,BORTOLANDIA,SP
143,1,"PARQUE RAMOS FREITAS",SP
144,1,"JARDIM YARA",SP
145,1,"JARDIM MARIA NAZARE",SP
146,1,"JARDIM VIRGINIA BIANCA",SP
147,1,"JARDIM SANTO ALBERTO",SP
148,1,"JARDIM DAYSY",SP
149,1,"JARDIM IBIRATIBA",SP
150,1,"JARDIM FONTALIS",SP
151,1,"ASSOCIACAO SOBRADINHO",SP
152,1,"JARDIM CAMPO LIMPO ",SP
153,1,"JARDIM FLOR DE MAIO",SP
154,1,"JARDIM RECANTO VERDE",SP
155,1,"JARDIM DA CACHOEIRA",SP
156,1,"JARDIM ESTRELA DALVA",SP
157,1,"JARDIM UNISERVE",SP
158,1,"JARDIM SAO JOAO ",SP
159,1,"JARDIM CORISCO",SP
160,1,"JARDIM FRANCISCO MENDES",SP
161,1,"JARDIM VILA RICA",SP
162,1,"JARDIM CRUZ DO CORISCO",SP
163,1,"JARDIM CORISCO NOVO",SP
164,1,"JARDIM BRASIL NOVO",SP
165,1,"JARDIM LABITARY",SP
166,1,"JARDIM VALPARAISO",SP
167,1,"NUCLEO DO ENGORDADOR",SP
168,1,"JARDIM BIBI",SP
169,1,"VILA IRMAOS ARNONI",SP
170,1,"VILA MARIETA",SP
171,1,"JARDIM DENYSE",SP
172,1,CANTAREIRA,SP
173,1,"VILA ROSA",SP
174,1,"HORTO FLORESTAL",SP
175,1,"JARDIM DENISE",SP
176,1,HORTO,SP
177,1,"VILA MARIZA MAZZEI",SP
178,1,"VILA VITORIO MAZZEI",SP
179,1,IMIRIM,SP
180,1,"VILA ROMERO",SP
181,1,"PARQUE MANDAQUI",SP
182,1,"JARDIM CARLU",SP
183,1,"JARDIM PARAISO",SP
184,1,"CONJUNTO RESIDENCIAL SANTA TEREZINHA",SP
185,1,"JARDIM TERESA CRISTINA",SP
186,1,"JARDIM ORMENDINA",SP
187,1,"CONJUNTO DOS BANCARIOS",SP
188,1,"JARDIM SANTA INES",SP
189,1,"LAUZANE PAULISTA",SP
190,1,"VILA BASILEIA",SP
191,1,"VILA NOVA CACHOEIRINHA",SP
192,1,"JARDIM DO COLEGIO ",SP
193,1,"VILA GUACA",SP
194,1,"JARDIM PICOLO",SP
195,1,"VILA ESTER ",SP
196,1,"CHORA MENINO",SP
197,1,"VILA CELESTE",SP
198,1,"JARDIM VIRGINIA",SP
199,1,"VILA ROQUE",SP
200,1,CACHOEIRINHA,SP
201,1,"VILA PITA",SP
202,1,"CASA VERDE BAIXA",SP
203,1,"CASA VERDE",SP
204,1,"VILA BARUEL",SP
205,1,"VILA ESPANHOLA",SP
206,1,"JARDIM DAS LARANJEIRAS",SP
207,1,"JARDIM LARANJEIRAS",SP
208,1,"CASA VERDE MEDIA",SP
209,1,"JARDIM SAO BENTO",SP
210,1,"PARQUE PERUCHE",SP
211,1,"VILA VANDA",SP
212,1,"JARDIM SAO MIGUEL",SP
213,1,"JARDIM S KEMEL",SP
214,1,"JARDIM ROSSIN",SP
215,1,"VILA GOUVEIA",SP
216,1,"SITIO DO MANDAQUI",SP
217,1,"CASA VERDE ALTA",SP
218,1,LIMAO,SP
219,1,"SITIO DO MORRO",SP
220,1,"VILA BANDEIRANTES",SP
221,1,"VILA DIVA ",SP
222,1,"VILA BARBOSA",SP
223,1,"VILA PRADO",SP
224,1,"VILA SANTA MARIA",SP
225,1,"VILA SANTISTA",SP
226,1,"JARDIM AIDA",SP
227,1,"CHACARA MORRO ALTO",SP
228,1,"CONJUNTO HABITACIONAL VILA NOVA CACHOEIRINHA",SP
229,1,"CONJUNTO HABITACIONAL MORRO DA ESPERANCA ",SP
230,1,"VILA DOS ANDRADES",SP
231,1,"VILA AMELIA",SP
232,1,"VILA CONTINENTAL",SP
233,1,"VILA BELA VISTA ",SP
234,1,"VILA AMALIA ",SP
235,1,"JARDIM PERI",SP
236,1,"VILA PEDRA BRANCA",SP
237,1,"VILA SANTOS",SP
238,1,"JARDIM ITATINGA",SP
239,1,"JARDIM PEDRA BRANCA",SP
240,1,"JARDIM ANTARTICA",SP
241,1,"JARDIM SANTA CRUZ ",SP
242,1,"VILA DIONISIA",SP
243,1,"JARDIM PERI NOVO",SP
244,1,"VISTA ALEGRE",SP
245,1,"JARDIM DAS GRACAS",SP
246,1,"JARDIM PEREIRA LEITE",SP
247,1,"VILA SIQUEIRA ",SP
248,1,"CONJUNTO RESIDENCIAL NOVO PACAEMBU",SP
249,1,"VILA PALMEIRAS",SP
250,1,"VILA SAO VICENTE",SP
251,1,"NOSSA SENHORA DO O",SP
252,1,"VILA PRIMAVERA",SP
253,1,"PARQUE MONTEIRO SOARES",SP
254,1,ITABERABA,SP
255,1,"VILA BANCARIA MUNHOZ",SP
256,1,"VILA CARBONE",SP
257,1,"VILA MARIA LUISA",SP
258,1,"JARDIM PRIMAVERA ",SP
259,1,"PARQUE MANDI",SP
260,1,"VILA ACRE",SP
261,1,"VILA RAMOS",SP
262,1,"JARDIM ADELIA",SP
263,1,"JARDIM CACHOEIRA",SP
264,1,"PARQUE ITABERABA",SP
265,1,"VILA HEBE",SP
266,1,"VILA BRASILANDIA",SP
267,1,"VILA JULIO CESAR",SP
268,1,"VILA CRUZ DAS ALMAS",SP
269,1,"JARDIM MARISTELA",SP
270,1,"JARDIM SAO SILVESTRE",SP
271,1,"VILA MORRO GRANDE",SP
272,1,"SITIO MORRO GRANDE",SP
273,1,"JARDIM MONTE ALEGRE ",SP
274,1,"CIDADE NITRO OPERARIA",SP
275,1,"CONJUNTO RESIDENCIAL ELISIO TEIXEIRA LEITE",SP
276,1,"CONJUNTO HABITACIONAL BRIGADEIRO EDUARDO GOMES",SP
277,1,"VILA NINA",SP
278,1,"VILA PORTUGUESA",SP
279,1,"PARQUE SAO LUIS",SP
280,1,"VILA SERRALHEIRO",SP
281,1,"VILA JOAO BATISTA",SP
282,1,"VILA ICARAI",SP
283,1,"JARDIM MARACANA",SP
284,1,"JARDIM DO TIRO",SP
285,1,"JARDIM TIRO AO POMBO",SP
286,1,BRASILANDIA,SP
287,1,"VILA PENTEADO",SP
288,1,"VILA ITABERABA",SP
289,1,"VILA ISABEL",SP
290,1,"JARDIM GUARANI",SP
291,1,"PARQUE BELEM",SP
292,1,"VILA TERESINHA",SP
293,1,"JARDIM CAROMBE",SP
294,1,"JARDIM PRINCESA",SP
295,1,"JARDIM VISTA ALEGRE",SP
296,1,"VILA ANA ROSA",SP
297,1,"VILA NOVA PARADA",SP
298,1,"JARDIM BRASILIA ",SP
299,1,"JARDIM VITORIA REGIA ",SP
300,1,"VILA SOUZA",SP
301,1,"VILA RICA",SP
302,1,"JARDIM ELISIO",SP
303,1,"VILA GABRIEL",SP
304,1,"JARDIM ALMANARA",SP
305,1,"JARDIM ALVORADA ",SP
306,1,"VILA ELIAS NIGRI",SP
307,1,"PARQUE TIETE",SP
308,1,"JARDIM ONDINA",SP
309,1,"JARDIM CECY",SP
310,1,"CONJUNTO PROMORAR ESTRADA DA PARADA",SP
311,1,"JARDIM ELISA MARIA",SP
312,1,"JARDIM DOS FRANCOS",SP
313,1,"JARDIM PARANA",SP
314,1,"JARDIM DAMASCENO",SP
315,1,"VILA FRANCOS",SP
316,1,"JARDIM CENTENARIO",SP
317,1,"FREGUESIA DO O",SP
318,1,"VILA ARCADIA",SP
319,1,"VILA SANTA DELFINA",SP
320,1,"VILA UNIAO",SP
321,1,PIQUERI,SP
322,1,"VILA URSULINA",SP
323,1,"VILA TAIAU",SP
324,1,"VILA PIRITUBA",SP
325,1,PIRITUBA,SP
326,1,"VILA BARRETO",SP
327,1,"VILA BONILHA",SP
328,1,"VILA PEREIRA CERCA",SP
329,1,"VILA PORTUGAL",SP
330,1,"VILA BONILHA NOVA",SP
331,1,"VILA PEREIRA BARRETO",SP
332,1,"VILA OLGA CECILIA",SP
333,1,"MOINHO VELHO",SP
334,1,"VILA MOINHO VELHO",SP
335,1,"VILA AMERICA",SP
336,1,"JARDIM BELA VISTA ",SP
337,1,"VILA PICININ",SP
338,1,"JARDIM SAO JOSE ",SP
339,1,"VILA CATUPIA",SP
340,1,"VILA BRUNA",SP
341,1,"VILA GENIOLI",SP
342,1,"JARDIM CIDADE PIRITUBA",SP
343,1,"VILA NOSSA SENHORA DO RETIRO",SP
344,1,"VILA RENATO ",SP
345,1,"JARDIM PAQUETA ",SP
346,1,"VILA MIRANTE",SP
347,1,"JARDIM MONJOLO",SP
348,1,"VILA CAVATON",SP
349,1,"CHACARA NOSSA SENHORA APARECIDA",SP
350,1,"VILA IORIO",SP
351,1,"VILA MARINA",SP
352,1,"JARDIM MARILIZA",SP
353,1,"VILA YARA",SP
354,1,"VILA MIRIAM",SP
355,1,"VILA REGINA",SP
356,1,"VILA MARIA TRINDADE",SP
357,1,"VILA ZAT",SP
358,1,"VILA DUARTE",SP
359,1,"VILA PROGRESSO ",SP
360,1,"VILA HERMINIA",SP
361,1,"JARDIM SYDNEY",SP
362,1,"JARDIM MAGGI",SP
363,1,"JARDIM LIDER",SP
364,1,"JARDIM PIRITUBA",SP
365,1,"PARQUE TAIPAS",SP
366,1,"VILA SANTO ESTEVAM REIS",SP
367,1,"VILA SANTO ANTONIO",SP
368,1,PARADA,SP
369,1,"SITIO BOTUQUARA",SP
370,1,"PARQUE TAIPAS - PARQUE DAS FLORES",SP
371,1,"JARDIM MARILU",SP
372,1,"JARDIM TAIPAS",SP
373,1,"JARDIM SHANGRILA ",SP
374,1,"JARDIM DONARIA",SP
375,1,"JARDIM RINCAO",SP
376,1,"JARDIM ALVINA",SP
377,1,"PARQUE PANAMERICANO",SP
378,1,"JARDIM VIVAN",SP
379,1,JARAGUA,SP
380,1,"PARQUE PAN AMERICANO",SP
381,1,"JARDIM BANDEIRANTES ",SP
382,1,"PARQUE NACOES UNIDAS",SP
383,1,"ESTANCIA JARAGUA",SP
384,1,"LOTEAMENTO CITY JARAGUA",SP
385,1,"CONJUNTO CITY JARAGUA",SP
386,1,PARI,SP
387,1,BELENZINHO,SP
388,1,CATUMBI,SP
389,1,"VILA MARIA ZELIA",SP
390,1,"ALTO DO PARI",SP
391,1,BELEM,SP
392,1,"CHACARA TATUAPE",SP
393,1,TATUAPE,SP
394,1,MARANHAO,SP
395,1,"VILA MOREIRA",SP
396,1,"PARQUE SAO JORGE",SP
397,1,"JARDIM AMERICA DA PENHA",SP
398,1,"PARQUE DA MOOCA",SP
399,1,"ALTO DA MOOCA",SP
400,1,"VILA PRUDENTE",SP
401,1,"PARQUE DA VILA PRUDENTE",SP
402,1,"VILA BELA",SP
403,1,"VILA ZELINA",SP
404,1,"JARDIM HADAD",SP
405,1,"VILA LUCIA",SP
406,1,"QUINTA DA PAINEIRA",SP
407,1,"JARDIM IBITIRAMA",SP
408,1,"JARDIM AVELINO",SP
409,1,"VILA SANTA CLARA",SP
410,1,"PARQUE SEVILHA",SP
411,1,"VILA GRACIOSA",SP
412,1,"QUARTA PARADA",SP
413,1,"AGUA RASA",SP
414,1,"VILA CLAUDIA",SP
415,1,"VILA BERTIOGA",SP
416,1,"VILA ORATORIO",SP
417,1,"VILA LUCIA ELVIRA",SP
418,1,"VILA CANERO",SP
419,1,"VILA LEME",SP
420,1,"JARDIM ITALIA",SP
421,1,"VILA LIBANESA",SP
422,1,"VILA ALPINA",SP
423,1,"VILA CALIFORNIA",SP
424,1,"SITIO PINHEIRINHO",SP
425,1,"SITIO DA FIGUEIRA",SP
426,1,"VILA INDEPENDENCIA",SP
427,1,"PARQUE SAO LUCAS",SP
428,1,"JARDIM GUAIRACA",SP
429,1,"JARDIM ANGELA ",SP
430,1,"JARDIM INDEPENDENCIA",SP
431,1,"PARQUE INDEPENDENCIA",SP
432,1,"VILA MACEDOPOLIS",SP
433,1,"CIDADE CONTINENTAL",SP
434,1,"JARDIM PANORAMA ",SP
435,1,"VILA IVG",SP
436,1,"VILA INDUSTRIAL",SP
437,1,"VILA CUNHA BUENO",SP
438,1,"VILA ROSA MOLLA",SP
439,1,"VILA ELZE",SP
440,1,"VILA MIAMI",SP
441,1,"VILA SAO NICOLAU",SP
442,1,"VILA IGUACU",SP
443,1,"JARDIM ROSIDER",SP
444,1,"VILA TOLSTOI",SP
445,1,"VILA MENDES",SP
446,1,"PARQUE PEREIRA",SP
447,1,"VILA EMA",SP
448,1,"VILA NOVA UTINGA",SP
449,1,"JARDIM COTIANA",SP
450,1,"JARDIM TERESA",SP
451,1,"VILA DARLI",SP
452,1,"VILA CENTRAL",SP
453,1,"VILA MERCEDES",SP
454,1,"VILA PAULO SILAS",SP
455,1,"VILA DIVINA PASTORA",SP
456,1,"VILA DOS MINERIOS",SP
457,1,"VILA ANADIR",SP
458,1,"PARQUE RESIDENCIAL ORATORIO",SP
459,1,"VILA NOVA PAULICEIA",SP
460,1,"VILA SIRENE",SP
461,1,"JARDIM GUIOMAR",SP
462,1,"PARQUE SAO LOURENCO",SP
463,1,"JARDIM REGINA",SP
464,1,"VILA BELA DO SAPOPEMBA",SP
465,1,"JARDIM GRIMALDI",SP
466,1,"PARQUE LUIS MUCCIOLO",SP
467,1,"VILA ANTONIO DOS SANTOS",SP
468,1,"VILA IVONE",SP
469,1,"VILA CHARLOTE",SP
470,1,"CHACARA BELENZINHO",SP
471,1,"VILA MARGARIDA",SP
472,1,"JARDIM THEALIA",SP
473,1,SAPOPEMBA,SP
474,1,"VILA SANTA VIRGINIA",SP
475,1,"PARQUE TOMAS SARAIVA",SP
476,1,"VILA SAO DOMINGOS",SP
477,1,"VILA CARMEM",SP
478,1,"JARDIM REDENCAO",SP
479,1,"VILA CLEONICE",SP
480,1,"JARDIM ANA ROSA",SP
481,1,"VILA NOVA",SP
482,1,"CIDADE MAE DO CEU",SP
483,1,"VILA AZEVEDO",SP
484,1,"VILA GOMES CARDIM",SP
485,1,"VILA GOMES",SP
486,1,"VILA SANTO ESTEVAO",SP
487,1,"CHACARA CALIFORNIA",SP
488,1,"CHACARA SANTO ANTONIO ",SP
489,1,"VILA REGENTE FEIJO",SP
490,1,"JARDIM ANALIA FRANCO",SP
491,1,"VILA RIO BRANCO",SP
492,1,"VILA INVERNADA",SP
493,1,"VILA FORMOSA",SP
494,1,"CHACARA MAFALDA",SP
495,1,"VILA OLINDA",SP
496,1,"VILA GUARANI",SP
497,1,"VILA CRUZEIRO",SP
498,1,"JARDIM IARA",SP
499,1,"JARDIM SAO FRANCISCO ",SP
500,1,"PARQUE CRUZEIRO DO SUL ",SP
501,1,"CAPAO DO EMBIRA",SP
502,1,"PARQUE SANTO EDUARDO",SP
503,1,"PARQUE SANTO ANTONIO ",SP
504,1,"JARDIM GALLI",SP
505,1,"JARDIM COLORADO",SP
506,1,"VILA CARRAO",SP
507,1,"VILA NOVA MANCHESTER",SP
508,1,"VILA ANTONINA",SP
509,1,"JARDIM TEXTIL",SP
510,1,"VILA MAFRA",SP
511,1,"VILA SANTA ISABEL",SP
512,1,"VILA FERNANDES",SP
513,1,"PARQUE MARIA LUIZA",SP
514,1,"JARDIM ARICANDUVA",SP
515,1,"JARDIM VILA FORMOSA",SP
516,1,"VILA ANTONIETA",SP
517,1,"JARDIM RECORD",SP
518,1,"JARDIM COTCHING",SP
519,1,"JARDIM PIQUEROBY",SP
520,1,"VILA DONA SARA",SP
521,1,"JARDIM HAIA DO CARRAO",SP
522,1,"VILA NOVA YORK",SP
523,1,"VILA ARICANDUVA",SP
524,1,"VILA CARLOS DE CAMPOS",SP
525,1,ARICANDUVA,SP
526,1,"CHACARA SEIS DE OUTUBRO",SP
527,1,"VILA MATILDE",SP
528,1,"VILA TALARICO",SP
529,1,"VILA EUTHALIA",SP
530,1,"VILA DALILA",SP
531,1,"JARDIM MARINGA",SP
532,1,"JARDIM FERNANDES",SP
533,1,"JARDIM SANTA TEREZINHA ",SP
534,1,"VILA NOVA SAVOIA",SP
535,1,"CIDADE PATRIARCA",SP
536,1,"VILA GUILHERMINA",SP
537,1,"JARDIM ASSUNCAO",SP
538,1,"JARDIM TRIANA",SP
539,1,"JARDIM HERCILIA",SP
540,1,"VILA NHOCUNE",SP
541,1,"JARDIM SANTO ANTONIO",SP
542,1,"VILA SANTA TERESA ",SP
543,1,"ARTUR ALVIM",SP
544,1,"PARQUE ARTUR ALVIM",SP
545,1,"PARQUE SAVOY CITY",SP
546,1,"JARDIM ARIZE",SP
547,1,"JARDIM SANTA MARIA",SP
548,1,"JARDIM ELIANE",SP
549,1,"JARDIM ITAPEMA",SP
550,1,"JARDIM MARILIA",SP
551,1,"JARDIM IPANEMA ",SP
552,1,"CIDADE LIDER",SP
553,1,"CONJUNTO HABITACIONAL PADRE JOSE DE ANCHIETA",SP
554,1,"CONJ HABIT PADRE JOSE DE ANCHIETA",SP
555,1,"CONJUNTO HABITACIONAL PADRE MANOEL DA NOBREGA",SP
556,1,"CONJUNTO HABITACIONAL PADRE MANOEL DE PAIVA",SP
557,1,"PENHA DE FRANCA",SP
558,1,"VILA LAIS",SP
559,1,"VILA SANTANA",SP
560,1,"VILA FELIZ",SP
561,1,"VILA SALETE",SP
562,1,CANGAIBA,SP
563,1,"VILA FIDELIS RIBEIRO",SP
564,1,"VILA GRANADA",SP
565,1,"VILA VERA",SP
566,1,"VILA BUENOS AIRES",SP
567,1,"VILA COSTA MELO",SP
568,1,"VILA DOMITILA",SP
569,1,GUAIAUNA,SP
570,1,"JARDIM CONCORDIA",SP
571,1,"VILA CENTENARIO",SP
572,1,"VILA BEATRIZ",SP
573,1,"VILA ESPERANCA",SP
574,1,"VILA RE",SP
575,1,"VILA GERMAINE",SP
576,1,"JARDIM LISBOA",SP
577,1,"JARDIM POPULAR",SP
578,1,"VILA FRUGOLI",SP
579,1,"VILA ODETE",SP
580,1,"JARDIM TRES MARIAS",SP
581,1,"VILA CAJU",SP
582,1,"VILA SAO FRANCISCO ",SP
583,1,"BURGO PAULISTA",SP
584,1,"JARDIM SAO NICOLAU",SP
585,1,"JARDIM ARTUR ALVIM",SP
586,1,"JARDIM NORDESTE",SP
587,1,"JARDIM OLYMPIA",SP
588,1,"VILA CAMPANELA",SP
589,1,"CIDADE ANTONIO ESTEVAO DE CARVALHO",SP
590,1,"PARQUE DAS PAINEIRAS",SP
591,1,"JARDIM SANTA LUISA",SP
592,1,"JARDIM COIMBRA",SP
593,1,"PARQUE PAINEIRAS",SP
594,1,"JARDIM JAU ",SP
595,1,"JARDIM JUA",SP
596,1,"VILA SANTO HENRIQUE",SP
597,1,"ENGENHEIRO GOULART",SP
598,1,"VILA ARRUDA",SP
599,1,"VILA MESQUITA",SP
600,1,"JARDIM DE LORENZO",SP
601,1,"JARDIM PIRATININGA",SP
602,1,"JARDIM SANTO ONOFRE",SP
603,1,"VILA PAULISTANIA",SP
604,1,"JARDIM DANFER",SP
605,1,"VILA SILVIA",SP
606,1,"JARDIM CASTELO",SP
607,1,"VILA LONDRINA",SP
608,1,"CHACARA CRUZEIRO DO SUL",SP
609,1,"VILA PIERINA",SP
610,1,"VILA RUI BARBOSA",SP
611,1,"VILA ARAGUAIA",SP
612,1,"JARDIM ARIZONA",SP
613,1,"VILA FRANCI",SP
614,1,"VILA SAMPAIO",SP
615,1,"PARQUE PENHA",SP
616,1,"VILA BELO HORIZONTE",SP
617,1,"JARDIM GONZAGA",SP
618,1,"JARDIM PENHA",SP
619,1,"PARQUE BOTURUSSU",SP
620,1,"VILA CISPER",SP
621,1,"ERMELINO MATARAZZO",SP
622,1,"VILA PARANAGUA",SP
623,1,"VILA ROBERTINA",SP
624,1,"JARDIM BELEM",SP
625,1,"JARDIM MATARAZZO",SP
626,1,"VILA SANTA INES",SP
627,1,"VILA JACUI",SP
628,1,"JARDIM VERONIA",SP
629,1,"PARQUE CISPER",SP
630,1,"VILA NOVA TERESA",SP
631,1,"JARDIM NOVA TEREZA",SP
632,1,"VILA GUARACIABA",SP
633,1,"JARDIM KERALUX",SP
634,1,"JARDIM COTINHA",SP
635,1,"VILA PONTE RASA",SP
636,1,"JARDIM LAONE",SP
637,1,"JARDIM PONTE RASA",SP
638,1,"JARDIM SORAIA",SP
639,1,"VILA MIRIM",SP
640,1,"VILA SANTA LUCIA",SP
641,1,"VILA BAUAB",SP
642,1,"JARDIM CAGUASSU",SP
643,1,"JARDIM TANGO",SP
644,1,"JARDIM NICE",SP
645,1,"CONJUNTO HABITACIONAL BARREIRA GRANDE",SP
646,1,"JARDIM NOVO CARRAO",SP
647,1,"VILA ALZIRA",SP
648,1,"JARDIM JUREMA",SP
649,1,"JARDIM CATARINA",SP
650,1,"JARDIM MACHADO",SP
651,1,"VILA BANCARIA",SP
652,1,"JARDIM PORTEIRA GRANDE",SP
653,1,"JARDIM ALTO ALEGRE ",SP
654,1,"JARDIM SOARES",SP
655,1,"VILA FATIMA",SP
656,1,"JARDIM SAPOPEMBA",SP
657,1,"JARDIM IVA",SP
658,1,"PARQUE DOS BANCARIOS",SP
659,1,"JARDIM DONA SINHA",SP
660,1,"JARDIM IMPERADOR ",SP
661,1,"VILA SAPOPEMBA",SP
662,1,"PARQUE NOVO LAR",SP
663,1,"VILA LAR NACIONAL",SP
664,1,"JARDIM PARAGUACU",SP
665,1,"CONJUNTO PROMORAR SAPOPEMBA",SP
666,1,"CONJUNTO HABITACIONAL TEOTONIO VILELA",SP
667,1,"JARDIM TIETE",SP
668,1,"JARDIM SAO CRISTOVAO",SP
669,1,"CIDADE CENTENARIO",SP
670,1,"JARDIM EGLE",SP
671,1,"JARDIM NOSSA SENHORA APARECIDA",SP
672,1,"JARDIM SAO GABRIEL",SP
673,1,"JARDIM ITAPOLIS",SP
674,1,"CIDADE SAO MATEUS",SP
675,1,"JARDIM NOVE DE JULHO",SP
676,1,"SAO MATEUS",SP
677,1,"JARDIM CINCO DE JULHO",SP
678,1,"JARDIM COLONIAL",SP
679,1,"PARQUE COLONIAL",SP
680,1,"JARDIM SANTA ADELIA",SP
681,1,"JARDIM VALQUIRIA",SP
682,1,"FAZENDA DA JUTA",SP
683,1,"CONJUNTO HABITACIONAL MARECHAL MASCARENHAS DE MORAIS",SP
684,1,"JARDIM ADUTORA",SP
685,1,"VILA CARDOSO FRANCO",SP
686,1,"CONJUNTO RESIDENCIAL SITIO ORATORIO",SP
687,1,"JARDIM SAO ROBERTO",SP
688,1,"ALTOS DE VILA PRUDENTE",SP
689,1,"JARDIM ELBA",SP
690,1,"PARQUE SANTA MADALENA",SP
691,1,"JARDIM PLANALTO",SP
